id,photo_md,photo_xs,name,sku,klasifikasi_id,klasifikasi,category_id,category_name,brand_id,brand_name,published,pos_hidden,description,notes,published_date,collections,stock_qty,hold_qty,is_out_stock,low_stock_alert,market_price,buy_price,fbuy_price,last_buy_price,flast_buy_price,sell_price,sell_price_pos,fsell_price,fsell_price_pos,has_variant,with_lpoint,variants,store_name,store_url,track_inventory,max_sell_price,min_sell_price,max_sell_price_pos,min_sell_price_pos,fmax_sell_price,fmin_sell_price,fmax_sell_price_pos,fmin_sell_price_pos,name_sku_variant,length_dimension,width_dimension,high_dimension,weight_dimension
76467462,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_66be7890b590d.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_66be7890b590d.jpeg,Kacang Kulit Cap Kancil - I,,2964593,Inventory Snack,2901,Food,,,0,0,,,27-Jan-2024,"[{'id': 41000765, 'store_id': None, 'parent_id': None, 'name': 'LKBA', 'status': 'A', 'view_order': 0, 'created_from': '125.166.3.194', 'created_by': 'anaryacompany@gmail.com', 'created_time': '2024-08-15 21:48:43', 'modified_from': '125.166.173.124', 'modified_by': 'procurementanarya1@gmail.com', 'modified_time': '2025-01-27 15:58:57', 'pivot': None}]",0,0,0,70,0.00,1583.00,IDR 1.583,0.00,IDR 0,0.00,0.00,IDR 0,IDR 0,1,0,"[{'id': 41000765, 'product_id': 76467462, 'parent_id': None, 'sku': '', 'name': 'LKBA', 'stock_qty': 0, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '1650.00', 'last_buy_price': '1650.00', 'sell_price': '0.00', 'sell_price_pos': '0.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': None, 'view_order': 0, 'status': 'A', 'created_from': '125.166.3.194', 'created_by': 'anaryacompany@gmail.com', 'created_time': '2024-08-15 21:48:43', 'modified_from': '125.166.173.124', 'modified_by': 'procurementanarya1@gmail.com', 'modified_time': '2025-01-27 15:58:57', 'stock_sync_time': '2025-01-27 15:58:57', 'vweight': '0.0000', 'is_default': 0, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 1.650', 'fsell_price': 'IDR 0', 'fsell_price_pos': 'IDR 0', 'flast_buy_price': 'IDR 1.650', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 0}]",Kulkas Babe,kulkasbabe,1,0.00,0.00,0.00,0.00,IDR 0,IDR 0,IDR 0,IDR 0,IDR 0,0,0,0,0
76416035,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Mansion House Vodka 250ml - I,,1906401,Inventory Produk,9901,Others,,,0,0,,,,"[{'id': 40993947, 'store_id': None, 'parent_id': None, 'name': 'LKBA', 'status': 'A', 'view_order': 9999, 'created_from': '36.68.8.114', 'created_by': 'fitriahindahcahyani479@gmail.com', 'created_time': '2024-08-15 09:19:30', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:33', 'pivot': None}]",0,0,0,5,0.00,62500.00,IDR 62.500,62500.00,IDR 62.500,91000.00,91000.00,IDR 91.000,IDR 91.000,1,0,"[{'id': 40993947, 'product_id': 76416035, 'parent_id': None, 'sku': '', 'name': 'LKBA', 'stock_qty': 0, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '62500.00', 'last_buy_price': '62500.00', 'sell_price': '91000.00', 'sell_price_pos': '91000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': None, 'view_order': 9999, 'status': 'A', 'created_from': '36.68.8.114', 'created_by': 'fitriahindahcahyani479@gmail.com', 'created_time': '2024-08-15 09:19:30', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:33', 'stock_sync_time': '2025-04-04 21:38:39', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 62.500', 'fsell_price': 'IDR 91.000', 'fsell_price_pos': 'IDR 91.000', 'flast_buy_price': 'IDR 62.500', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 1}]",Kulkas Babe,kulkasbabe,1,91000.00,91000.00,91000.00,91000.00,IDR 91.000,IDR 91.000,IDR 91.000,IDR 91.000,IDR 91.000,0,0,0,0
76415868,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Mansion House Whisky 250ml - I,,1906401,Inventory Produk,9901,Others,,,0,0,,,,"[{'id': 40993891, 'store_id': None, 'parent_id': None, 'name': 'LKBA', 'status': 'A', 'view_order': 9999, 'created_from': '36.68.8.114', 'created_by': 'fitriahindahcahyani479@gmail.com', 'created_time': '2024-08-15 09:16:32', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:33', 'pivot': None}]",0,0,0,0,0.00,64583.00,IDR 64.583,64583.00,IDR 64.583,93000.00,93000.00,IDR 93.000,IDR 93.000,1,0,"[{'id': 40993891, 'product_id': 76415868, 'parent_id': None, 'sku': '', 'name': 'LKBA', 'stock_qty': 0, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '64583.00', 'last_buy_price': '64583.00', 'sell_price': '93000.00', 'sell_price_pos': '93000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': None, 'view_order': 9999, 'status': 'A', 'created_from': '36.68.8.114', 'created_by': 'fitriahindahcahyani479@gmail.com', 'created_time': '2024-08-15 09:16:32', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:33', 'stock_sync_time': '2024-12-24 17:31:36', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 64.583', 'fsell_price': 'IDR 93.000', 'fsell_price_pos': 'IDR 93.000', 'flast_buy_price': 'IDR 64.583', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 1}]",Kulkas Babe,kulkasbabe,1,93000.00,93000.00,93000.00,93000.00,IDR 93.000,IDR 93.000,IDR 93.000,IDR 93.000,IDR 93.000,0,0,0,0
76415675,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Pu Tao Chee Chiew 620ml - I,,1906401,Inventory Produk,9901,Others,,,0,0,,,,"[{'id': 40993682, 'store_id': None, 'parent_id': None, 'name': 'LKBA', 'status': 'A', 'view_order': 9999, 'created_from': '36.68.8.114', 'created_by': 'fitriahindahcahyani479@gmail.com', 'created_time': '2024-08-15 09:14:09', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:38', 'pivot': None}]",0,0,0,1,0.00,41667.00,IDR 41.667,416670.00,IDR 416.670,60000.00,60000.00,IDR 60.000,IDR 60.000,1,0,"[{'id': 40993682, 'product_id': 76415675, 'parent_id': None, 'sku': '', 'name': 'LKBA', 'stock_qty': 2, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '41667.00', 'last_buy_price': '41667.00', 'sell_price': '60000.00', 'sell_price_pos': '60000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': 0, 'view_order': 9999, 'status': 'A', 'created_from': '36.68.8.114', 'created_by': 'fitriahindahcahyani479@gmail.com', 'created_time': '2024-08-15 09:14:09', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:38', 'stock_sync_time': '2025-04-16 20:09:05', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 41.667', 'fsell_price': 'IDR 60.000', 'fsell_price_pos': 'IDR 60.000', 'flast_buy_price': 'IDR 41.667', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 1}]",Kulkas Babe,kulkasbabe,1,60000.00,60000.00,60000.00,60000.00,IDR 60.000,IDR 60.000,IDR 60.000,IDR 60.000,IDR 60.000,0,0,0,0
76343102,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Herradura Blanco - O,,2308133,Outsource Produk,9901,Others,,,0,0,,,14-Aug-2024,"[{'id': 40943779, 'store_id': None, 'parent_id': None, 'name': 'LKBE', 'status': 'A', 'view_order': 9999, 'created_from': '36.65.6.62', 'created_by': 'forworkonly.sony@gmail.com', 'created_time': '2024-08-13 17:18:30', 'modified_from': '', 'modified_by': '', 'modified_time': '0000-00-00 00:00:00', 'pivot': None}]",0,0,0,0,0.00,900000.00,IDR 900.000,900000.00,IDR 900.000,1100000.00,1100000.00,IDR 1.100.000,IDR 1.100.000,1,0,"[{'id': 40943779, 'product_id': 76343102, 'parent_id': None, 'sku': '', 'name': 'LKBE', 'stock_qty': 0, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '900000.00', 'last_buy_price': '0.00', 'sell_price': '1100000.00', 'sell_price_pos': '1100000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': None, 'view_order': 9999, 'status': 'A', 'created_from': '36.65.6.62', 'created_by': 'forworkonly.sony@gmail.com', 'created_time': '2024-08-13 17:18:30', 'modified_from': '', 'modified_by': '', 'modified_time': '0000-00-00 00:00:00', 'stock_sync_time': '0000-00-00 00:00:00', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 900.000', 'fsell_price': 'IDR 1.100.000', 'fsell_price_pos': 'IDR 1.100.000', 'flast_buy_price': 'IDR 0', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 0}]",Kulkas Babe,kulkasbabe,0,1100000.00,1100000.00,1100000.00,1100000.00,IDR 1.100.000,IDR 1.100.000,IDR 1.100.000,IDR 1.100.000,IDR 1.100.000,0,0,0,0
75991661,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Kaos Putih XXXL Aneh Tapi Nyantai,,1906405,Merchandise,9901,Others,,,0,1,,,15-Feb-2025,[],0,0,0,7,0.00,49838.09,"IDR 49.838,09",49838.09,"IDR 49.838,09",0.00,0.00,IDR 0,IDR 0,0,0,[],Kulkas Babe,kulkasbabe,1,0,0,0,0,IDR 0,IDR 0,IDR 0,IDR 0,IDR 0,0,0,0,0
75991634,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Kaos Hitam XXXL Aneh Tapi Nyantai,,1906405,Merchandise,9901,Others,,,0,1,,,15-Feb-2025,[],0,0,0,4,0.00,49075.00,IDR 49.075,49000.00,IDR 49.000,0.00,0.00,IDR 0,IDR 0,0,0,[],Kulkas Babe,kulkasbabe,1,0,0,0,0,IDR 0,IDR 0,IDR 0,IDR 0,IDR 0,0,0,0,0
75870978,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_66b47caa60dcc.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_66b47caa60dcc.jpeg,Singaraja Beer Anggur Merah 620ml - I,,1906401,Inventory Produk,9901,Others,,,0,0,,,,"[{'id': 40650872, 'store_id': None, 'parent_id': None, 'name': 'CKBA', 'status': 'A', 'view_order': 9999, 'created_from': '36.68.10.150', 'created_by': 'admanarya1@gmail.com', 'created_time': '2024-08-08 08:07:55', 'modified_from': '182.2.76.135', 'modified_by': 'anaryacompany@gmail.com', 'modified_time': '2025-06-08 14:32:55', 'pivot': None}]",0,0,0,4,0.00,57500.00,IDR 57.500,57500.00,IDR 57.500,85000.00,85000.00,IDR 85.000,IDR 85.000,1,0,"[{'id': 40650872, 'product_id': 75870978, 'parent_id': None, 'sku': '', 'name': 'CKBA', 'stock_qty': 29, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '57500.00', 'last_buy_price': '57500.00', 'sell_price': '85000.00', 'sell_price_pos': '85000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': 0, 'view_order': 9999, 'status': 'A', 'created_from': '36.68.10.150', 'created_by': 'admanarya1@gmail.com', 'created_time': '2024-08-08 08:07:55', 'modified_from': '182.2.76.135', 'modified_by': 'anaryacompany@gmail.com', 'modified_time': '2025-06-08 14:32:55', 'stock_sync_time': '2025-06-08 14:32:55', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 57.500', 'fsell_price': 'IDR 85.000', 'fsell_price_pos': 'IDR 85.000', 'flast_buy_price': 'IDR 57.500', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 1}]",Kulkas Babe,kulkasbabe,1,85000.00,85000.00,85000.00,85000.00,IDR 85.000,IDR 85.000,IDR 85.000,IDR 85.000,IDR 85.000,0,0,0,0
75870914,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_66b47c243a30b.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_66b47c243a30b.jpeg,Singaraja Beer Anggur Hijau 620ml - I,,1906401,Inventory Produk,9901,Others,,,0,0,,,,"[{'id': 40650822, 'store_id': None, 'parent_id': None, 'name': 'CKBA', 'status': 'A', 'view_order': 9999, 'created_from': '36.68.10.150', 'created_by': 'admanarya1@gmail.com', 'created_time': '2024-08-08 08:06:38', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:42', 'pivot': None}]",0,0,0,1,0.00,57500.00,IDR 57.500,57500.00,IDR 57.500,85000.00,85000.00,IDR 85.000,IDR 85.000,1,0,"[{'id': 40650822, 'product_id': 75870914, 'parent_id': None, 'sku': '', 'name': 'CKBA', 'stock_qty': 34, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '57500.00', 'last_buy_price': '57500.00', 'sell_price': '85000.00', 'sell_price_pos': '85000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': 0, 'view_order': 9999, 'status': 'A', 'created_from': '36.68.10.150', 'created_by': 'admanarya1@gmail.com', 'created_time': '2024-08-08 08:06:38', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:42', 'stock_sync_time': '2025-04-20 17:31:38', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 57.500', 'fsell_price': 'IDR 85.000', 'fsell_price_pos': 'IDR 85.000', 'flast_buy_price': 'IDR 57.500', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 1}]",Kulkas Babe,kulkasbabe,1,85000.00,85000.00,85000.00,85000.00,IDR 85.000,IDR 85.000,IDR 85.000,IDR 85.000,IDR 85.000,0,0,0,0
75584815,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Chum Curum Yoghurt -O,,2308133,Outsource Produk,9901,Others,,,0,0,,,03-Aug-2024,"[{'id': 40517303, 'store_id': None, 'parent_id': None, 'name': 'LKBE', 'status': 'A', 'view_order': 9999, 'created_from': '36.65.231.102', 'created_by': 'anaryacompany@gmail.com', 'created_time': '2024-08-03 13:33:48', 'modified_from': '125.166.172.229', 'modified_by': 'procurementanarya1@gmail.com', 'modified_time': '2025-02-01 18:34:16', 'pivot': None}]",0,0,0,0,0.00,90000.00,IDR 90.000,90000.00,IDR 90.000,130000.00,130000.00,IDR 130.000,IDR 130.000,1,0,"[{'id': 40517303, 'product_id': 75584815, 'parent_id': None, 'sku': '', 'name': 'LKBE', 'stock_qty': 0, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '90000.00', 'last_buy_price': '0.00', 'sell_price': '130000.00', 'sell_price_pos': '130000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': 0, 'view_order': 9999, 'status': 'A', 'created_from': '36.65.231.102', 'created_by': 'anaryacompany@gmail.com', 'created_time': '2024-08-03 13:33:48', 'modified_from': '125.166.172.229', 'modified_by': 'procurementanarya1@gmail.com', 'modified_time': '2025-02-01 18:34:16', 'stock_sync_time': '0000-00-00 00:00:00', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 90.000', 'fsell_price': 'IDR 130.000', 'fsell_price_pos': 'IDR 130.000', 'flast_buy_price': 'IDR 0', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 0}]",Kulkas Babe,kulkasbabe,0,130000.00,130000.00,130000.00,130000.00,IDR 130.000,IDR 130.000,IDR 130.000,IDR 130.000,IDR 130.000,0,0,0,0
74805305,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6708acf366fa3.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6708acf366fa3.png,Joker Blackcurrant 600ml - I,,1906401,Inventory Produk,9901,Others,,,0,0,,,,"[{'id': 40142167, 'store_id': None, 'parent_id': None, 'name': 'CKBA', 'status': 'A', 'view_order': 9999, 'created_from': '36.68.10.174', 'created_by': 'procurementanarya1@gmail.com', 'created_time': '2024-07-23 06:52:01', 'modified_from': '125.166.189.116', 'modified_by': 'Bbabe', 'modified_time': '2025-06-13 21:26:04', 'pivot': None}, {'id': 43145004, 'store_id': None, 'parent_id': None, 'name': 'LKBE', 'status': 'A', 'view_order': 9999, 'created_from': '36.65.232.174', 'created_by': 'fitriahindahcahyani479@gmail.com', 'created_time': '2024-10-17 08:52:43', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:31', 'pivot': None}]",0,0,0,60,0.00,66667.00,IDR 66.667,63333.00,IDR 63.333,91000.00,91000.00,IDR 91.000,IDR 91.000,1,0,"[{'id': 40142167, 'product_id': 74805305, 'parent_id': None, 'sku': '', 'name': 'CKBA', 'stock_qty': 141, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '64165.99', 'last_buy_price': '64166.00', 'sell_price': '91000.00', 'sell_price_pos': '91000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': 0, 'view_order': 9999, 'status': 'A', 'created_from': '36.68.10.174', 'created_by': 'procurementanarya1@gmail.com', 'created_time': '2024-07-23 06:52:01', 'modified_from': '125.166.189.116', 'modified_by': 'Bbabe', 'modified_time': '2025-06-13 21:26:04', 'stock_sync_time': '2025-06-13 21:26:04', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 64.165,99', 'fsell_price': 'IDR 91.000', 'fsell_price_pos': 'IDR 91.000', 'flast_buy_price': 'IDR 64.166', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 1}, {'id': 43145004, 'product_id': 74805305, 'parent_id': None, 'sku': '', 'name': 'LKBE', 'stock_qty': 0, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '66667.00', 'last_buy_price': '66667.00', 'sell_price': '91000.00', 'sell_price_pos': '91000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': 0, 'view_order': 9999, 'status': 'A', 'created_from': '36.65.232.174', 'created_by': 'fitriahindahcahyani479@gmail.com', 'created_time': '2024-10-17 08:52:43', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:31', 'stock_sync_time': '2024-10-18 15:05:27', 'vweight': '0.0000', 'is_default': 0, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 66.667', 'fsell_price': 'IDR 91.000', 'fsell_price_pos': 'IDR 91.000', 'flast_buy_price': 'IDR 66.667', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 0}]",Kulkas Babe,kulkasbabe,1,91000.00,91000.00,91000.00,91000.00,IDR 91.000,IDR 91.000,IDR 91.000,IDR 91.000,IDR 91.000,0,0,0,0
74670189,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Jinro Soju Strawberry 360ml - O,,2308133,Outsource Produk,9901,Others,,,0,0,,,22-Jul-2024,"[{'id': 40098387, 'store_id': None, 'parent_id': None, 'name': 'LKBE', 'status': 'A', 'view_order': 9999, 'created_from': '182.2.36.142', 'created_by': 'anaryacompany@gmail.com', 'created_time': '2024-07-21 18:31:24', 'modified_from': '36.65.107.198', 'modified_by': 'procurementanarya1@gmail.com', 'modified_time': '2024-08-16 16:17:15', 'pivot': None}]",0,0,0,0,0.00,100000.00,IDR 100.000,90000.00,IDR 90.000,150000.00,150000.00,IDR 150.000,IDR 150.000,1,0,"[{'id': 40098387, 'product_id': 74670189, 'parent_id': None, 'sku': '', 'name': 'LKBE', 'stock_qty': 0, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '100000.00', 'last_buy_price': '0.00', 'sell_price': '150000.00', 'sell_price_pos': '150000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': 0, 'view_order': 9999, 'status': 'A', 'created_from': '182.2.36.142', 'created_by': 'anaryacompany@gmail.com', 'created_time': '2024-07-21 18:31:24', 'modified_from': '36.65.107.198', 'modified_by': 'procurementanarya1@gmail.com', 'modified_time': '2024-08-16 16:17:15', 'stock_sync_time': '0000-00-00 00:00:00', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 100.000', 'fsell_price': 'IDR 150.000', 'fsell_price_pos': 'IDR 150.000', 'flast_buy_price': 'IDR 0', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 0}]",Kulkas Babe,kulkasbabe,0,150000.00,150000.00,150000.00,150000.00,IDR 150.000,IDR 150.000,IDR 150.000,IDR 150.000,IDR 150.000,0,0,0,0
74599253,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Sababay Mistelle 700ml - O,,2308133,Outsource Produk,9901,Others,,,0,0,,,20-Jul-2024,"[{'id': 40083149, 'store_id': None, 'parent_id': None, 'name': 'LKBE', 'status': 'A', 'view_order': 9999, 'created_from': '182.2.72.24', 'created_by': 'anaryacompany@gmail.com', 'created_time': '2024-07-20 16:02:16', 'modified_from': '36.68.11.37', 'modified_by': 'anaryacompany@gmail.com', 'modified_time': '2024-07-23 22:23:49', 'pivot': None}]",0,0,0,0,0.00,350000.00,IDR 350.000,350000.00,IDR 350.000,420000.00,420000.00,IDR 420.000,IDR 420.000,1,0,"[{'id': 40083149, 'product_id': 74599253, 'parent_id': None, 'sku': '', 'name': 'LKBE', 'stock_qty': 0, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '350000.00', 'last_buy_price': '0.00', 'sell_price': '420000.00', 'sell_price_pos': '420000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': None, 'view_order': 9999, 'status': 'A', 'created_from': '182.2.72.24', 'created_by': 'anaryacompany@gmail.com', 'created_time': '2024-07-20 16:02:16', 'modified_from': '36.68.11.37', 'modified_by': 'anaryacompany@gmail.com', 'modified_time': '2024-07-23 22:23:49', 'stock_sync_time': '0000-00-00 00:00:00', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 350.000', 'fsell_price': 'IDR 420.000', 'fsell_price_pos': 'IDR 420.000', 'flast_buy_price': 'IDR 0', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 0}]",Kulkas Babe,kulkasbabe,0,420000.00,420000.00,420000.00,420000.00,IDR 420.000,IDR 420.000,IDR 420.000,IDR 420.000,IDR 420.000,0,0,0,0
74487252,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,Somaek Soju Bombir Yuzu Lemon [Botol] 250ml - I,,1906401,Inventory Produk,9901,Others,,,0,0,,,,"[{'id': 40015395, 'store_id': None, 'parent_id': None, 'name': 'CKBA', 'status': 'A', 'view_order': 9999, 'created_from': '36.68.10.174', 'created_by': 'admanarya1@gmail.com', 'created_time': '2024-07-19 07:32:58', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:44', 'pivot': None}]",0,0,0,4,0.00,18000.00,IDR 18.000,18000.00,IDR 18.000,35000.00,35000.00,IDR 35.000,IDR 35.000,1,0,"[{'id': 40015395, 'product_id': 74487252, 'parent_id': None, 'sku': '', 'name': 'CKBA', 'stock_qty': 0, 'hold_qty': 0, 'is_out_stock': 0, 'market_price': '0.00', 'buy_price': '18000.00', 'last_buy_price': '18000.00', 'sell_price': '35000.00', 'sell_price_pos': '35000.00', 'comission': '0.00', 'loyalty_points': '0.00', 'photo_id': None, 'view_order': 9999, 'status': 'A', 'created_from': '36.68.10.174', 'created_by': 'admanarya1@gmail.com', 'created_time': '2024-07-19 07:32:58', 'modified_from': '36.68.8.235', 'modified_by': 'admanarya1@gmail.com', 'modified_time': '2025-06-08 09:46:44', 'stock_sync_time': '2025-06-03 23:07:04', 'vweight': '0.0000', 'is_default': 1, 'fmarket_price': 'IDR 0', 'fbuy_price': 'IDR 18.000', 'fsell_price': 'IDR 35.000', 'fsell_price_pos': 'IDR 35.000', 'flast_buy_price': 'IDR 18.000', 'length_dimension': 0, 'width_dimension': 0, 'high_dimension': 0, 'weight_dimension': 1}]",Kulkas Babe,kulkasbabe,1,35000.00,35000.00,35000.00,35000.00,IDR 35.000,IDR 35.000,IDR 35.000,IDR 35.000,IDR 35.000,0,0,0,0
74301219,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,DIY A,,3221289,DIY,9901,Others,,,0,0,,,16-Jul-2024,[],0,0,0,0,0.00,123952,IDR 123.952,0.00,IDR 0,400000.00,400000.00,IDR 400.000,IDR 400.000,0,0,[],Kulkas Babe,kulkasbabe,0,0,0,0,0,IDR 0,IDR 0,IDR 0,IDR 0,IDR 0,0,0,0,0
